P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. SFlux Mean (EU),P. Teq Mean (K),P. Mag,P. Period (days),P. Eccentricity,S. Mass (SU),S. Radius (SU),S. Teff (K),S. RA (hrs),S. DEC (deg),S. No. Planets,S. No. Planets HZ,P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Year
13.6,4.09,0.2,0.81,53.569790000000005,689.2,-24.59,9.44,0.0,0.88,0.79,5094.0,19.2428,43.0393,3,0,-2.17,2.98,-0.39,0.21,0.19,0,0,1,2014.0
12.19,3.94,0.2,0.78,19.28513,533.9,-23.4,20.48,0.0,0.88,0.79,5094.0,19.2428,43.0393,3,0,-2.0,2.92,-0.26,0.22,0.24,0,0,1,2014.0
5.34,3.01,0.2,0.59,102.9503,811.5,-24.64,6.31,0.0,0.96,0.83,5190.0,19.5374,43.5814,2,0,-2.25,2.54,-0.83,0.22,0.22,0,0,1,2014.0
13.37,4.07,0.2,0.81,29.641840000000002,594.5,-23.93,16.24,0.0,0.94,0.83,5190.0,19.5374,43.5814,2,0,-2.09,2.97,-0.29,0.22,0.21,0,0,1,2014.0
1.14,1.09,0.89,0.97,27.348640000000003,582.6,-20.96,3.31,0.0,0.52,0.48,3568.0,19.799,43.6585,3,0,-1.97,-0.17,-0.91,0.32,0.34,0,0,1,2014.0
3.59,1.51,1.04,1.57,9.959002,452.6,-20.58,7.11,0.0,0.51,0.48,3568.0,19.799,43.6585,3,0,-1.77,-0.15,-0.33,0.36,0.4,0,0,1,2014.0
4.09,1.57,1.06,1.66,3.5606419999999996,350.0,-19.54,15.37,0.0,0.52,0.48,3568.0,19.799,43.6585,3,0,-1.44,-0.15,-0.06,0.41,0.57,0,0,1,2014.0
1.31,1.13,0.91,1.02,181.1241,934.6,-23.11,4.15,0.0,0.8,0.81,5160.0,19.3063,44.142,3,0,-2.29,-0.17,-1.05,0.28,0.3,0,0,1,2014.0
17.55,2.27,1.49,3.39,87.65173,779.5,-23.85,7.16,0.0,0.8,0.81,5160.0,19.3063,44.142,3,0,-2.23,-0.12,0.19,0.31,0.26,0,0,1,2014.0
14.46,2.17,1.41,3.06,25.873260000000002,574.6,-22.42,17.65,0.0,0.8,0.81,5160.0,19.3063,44.142,3,0,-2.06,-0.13,0.35,0.32,0.3,0,0,1,2014.0
2.3,1.33,0.97,1.29,235.9183,998.5,-23.76,4.79,0.0,0.91,0.89,5526.0,19.7711,44.1059,4,0,-2.33,-0.16,-0.93,0.28,0.29,0,0,1,2014.0
4.08,2.77,0.19,0.53,44.52395,658.1,-23.53,16.51,0.0,0.91,0.89,5526.0,19.7711,44.1059,4,0,-2.17,2.46,-0.81,0.23,0.25,0,0,1,2014.0
4.08,2.77,0.19,0.53,20.00648,538.8,-22.66,30.13,0.0,0.91,0.89,5526.0,19.7711,44.1059,4,0,-2.03,2.46,-0.72,0.23,0.28,0,0,1,2014.0
4.08,2.77,0.19,0.53,4.060230000000001,361.6,-20.92,99.64,0.0,0.91,0.89,5526.0,19.7711,44.1059,4,0,-1.51,2.46,-0.5,0.25,0.46,0,0,1,2014.0
1.75,1.23,0.94,1.15,25.2966,571.4,-21.15,6.67,0.0,0.52,0.55,4208.0,19.7053,44.546,2,0,-2.0,-0.16,-0.77,0.32,0.34,0,0,1,2014.0
13.85,2.15,1.39,2.99,13.296529999999999,486.5,-21.67,10.85,0.0,0.52,0.55,4208.0,19.7053,44.546,2,0,-1.88,-0.13,0.49,0.34,0.34,0,0,1,2014.0
4.65,1.62,1.09,1.76,194.6759,951.6,-23.98,3.78,0.0,0.91,0.79,5208.0,19.4561,44.8581,3,0,-2.3,-0.15,-0.67,0.29,0.28,0,0,1,2014.0
3.52,2.64,0.19,0.5,52.005340000000004,684.2,-23.61,10.28,0.0,0.89,0.79,5208.0,19.4561,44.8581,3,0,-2.17,2.43,-0.88,0.23,0.25,0,0,1,2014.0
6.26,3.17,0.2,0.62,24.37481,566.1,-23.17,18.12,0.0,0.89,0.79,5208.0,19.4561,44.8581,3,0,-2.06,2.6,-0.59,0.23,0.25,0,0,1,2014.0
11.47,3.86,0.2,0.77,228.4142,990.4,-26.05,5.83,0.0,1.03,0.91,5957.0,19.211,45.8165,3,0,-2.35,2.88,-0.67,0.21,0.18,0,0,1,2014.0
13.85,2.15,1.39,2.99,84.8603,773.3,-23.69,12.41,0.0,1.0,0.91,5957.0,19.211,45.8165,3,0,-2.27,-0.13,0.03,0.31,0.26,0,0,1,2014.0
26.81,2.5,1.72,4.3,48.4232,672.1,-23.4,18.75,0.0,1.02,0.91,5957.0,19.211,45.8165,3,0,-2.2,-0.11,0.71,0.3,0.26,0,0,1,2014.0
3.88,1.55,1.05,1.63,188.5952,944.1,-23.84,5.71,0.0,0.97,0.93,5573.0,19.7376,45.9768,3,0,-2.32,-0.15,-0.73,0.29,0.28,0,0,1,2014.0
5.22,2.99,0.2,0.58,88.43745,781.3,-24.45,9.95,0.0,0.97,0.93,5573.0,19.7376,45.9768,3,0,-2.26,2.54,-0.82,0.22,0.22,0,0,1,2014.0
13.85,2.15,1.39,2.99,710.9457,1315.5,-26.01,3.39,0.0,1.02,1.3,5551.0,19.5054,46.0974,4,0,-2.39,-0.13,-0.38,0.29,0.25,0,0,1,2014.0
25.7,2.48,1.69,4.19,351.4807,1103.1,-25.55,5.84,0.0,1.02,1.3,5551.0,19.5054,46.0974,4,0,-2.36,-0.11,0.15,0.3,0.24,0,0,1,2014.0
20.36,2.35,1.57,3.68,156.2137,900.7,-24.55,10.68,0.0,1.02,1.3,5551.0,19.5054,46.0974,4,0,-2.31,-0.12,0.17,0.3,0.25,0,0,1,2014.0
3.38,2.61,0.19,0.5,604.3907,1263.2,-26.25,2.38,0.0,0.92,1.04,5180.0,19.8211,46.0233,3,0,-2.35,2.42,-1.11,0.22,0.23,0,0,1,2014.0
31.45,5.41,0.2,1.07,160.3938,906.7,-26.4,6.58,0.0,0.89,1.04,5180.0,19.8211,46.0233,3,0,-2.28,3.63,-0.18,0.19,0.15,0,0,1,2014.0
24.11,4.95,0.2,0.98,27.29202,582.3,-24.27,24.66,0.0,0.9,1.04,5180.0,19.8211,46.0233,3,0,-2.08,3.4,0.04,0.2,0.19,0,0,1,2014.0
13.26,4.05,0.2,0.81,42.69745,651.2,-24.32,13.2,0.0,0.8,0.92,4942.0,19.6046,46.5793,2,0,-2.13,2.97,-0.36,0.21,0.2,0,0,1,2014.0
9.31,3.61,0.2,0.72,12.160789999999999,475.8,-22.7,33.65,0.0,0.8,0.92,4942.0,19.6046,46.5793,2,0,-1.89,2.77,-0.31,0.23,0.28,0,0,1,2014.0
4.24,2.8,0.19,0.54,144.771,883.7,-24.85,8.12,0.0,1.0,0.9,5938.0,19.2141,46.615,2,0,-2.32,2.48,-0.93,0.22,0.23,0,0,1,2014.0
3.77,2.7,0.19,0.52,19.1874,533.2,-22.56,36.92,0.0,1.0,0.9,5938.0,19.2141,46.615,2,0,-2.03,2.45,-0.74,0.23,0.28,0,0,1,2014.0
10.4,2.0,1.29,2.59,89.61929,783.9,-23.6,8.19,0.0,0.88,0.86,5250.0,19.4617,38.0141,2,0,-2.24,-0.13,-0.16,0.31,0.27,0,0,1,2014.0
5.96,1.74,1.14,1.98,4.573491000000001,372.6,-20.04,76.05,0.0,0.88,0.86,5250.0,19.4617,38.0141,2,0,-1.57,-0.15,0.13,0.39,0.51,0,0,1,2014.0
14.46,2.17,1.41,3.06,48.840270000000004,673.5,-23.11,10.38,0.0,0.87,0.79,5098.0,19.4243,37.6092,2,0,-2.16,-0.13,0.19,0.32,0.27,0,0,1,2014.0
10.17,1.99,1.28,2.56,15.54154,505.8,-21.67,24.57,0.0,0.87,0.79,5098.0,19.4243,37.6092,2,0,-1.96,-0.13,0.21,0.34,0.34,0,0,1,2014.0
2.44,1.36,0.98,1.33,69.33565,735.2,-22.46,13.06,0.0,0.99,0.88,5841.0,19.3819,37.2527,2,0,-2.24,-0.16,-0.77,0.3,0.3,0,0,1,2014.0
4.77,1.64,1.09,1.78,35.00394,619.7,-22.13,21.85,0.0,0.98,0.88,5841.0,19.3819,37.2527,2,0,-2.14,-0.15,-0.4,0.31,0.31,0,0,1,2014.0
3.62,2.67,0.19,0.51,29.879620000000003,595.6,-23.02,16.57,0.0,0.84,0.79,5265.0,19.498,37.5678,2,0,-2.1,2.44,-0.81,0.23,0.26,0,0,1,2014.0
25.16,2.46,1.68,4.14,7.346945,419.4,-21.32,47.33,0.0,0.84,0.79,5265.0,19.498,37.5678,2,0,-1.75,-0.11,1.29,0.31,0.38,0,0,1,2014.0
7.27,3.33,0.2,0.66,49.99347,677.4,-24.06,40.81,0.0,1.32,1.55,6158.0,19.4696,37.3762,2,0,-2.21,2.66,-0.63,0.22,0.22,0,0,1,2014.0
4.34,2.82,0.19,0.55,9.675627,449.3,-21.91,140.1,0.0,1.32,1.55,6158.0,19.4696,37.3762,2,0,-1.84,2.48,-0.6,0.24,0.33,0,0,1,2014.0
7.73,1.86,1.2,2.24,264.3264,1027.3,-24.61,6.85,0.0,1.03,1.1,5835.0,19.3674,41.2448,4,0,-2.36,-0.14,-0.5,0.29,0.27,0,0,1,2014.0
3.47,2.63,0.19,0.5,78.02456,757.2,-24.04,17.03,0.0,1.03,1.1,5835.0,19.3674,41.2448,4,0,-2.25,2.43,-0.92,0.23,0.24,0,0,1,2014.0
26.25,2.49,1.71,4.25,22.595129999999997,555.5,-22.56,43.13,0.0,1.03,1.1,5835.0,19.3674,41.2448,4,0,-2.06,-0.11,0.94,0.31,0.29,0,0,1,2014.0
3.28,2.59,0.19,0.49,12.3668,477.8,-21.99,67.83,0.0,1.03,1.1,5835.0,19.3674,41.2448,4,0,-1.92,2.42,-0.73,0.24,0.32,0,0,1,2014.0
25.7,2.48,1.69,4.19,226.4819,988.3,-25.07,6.62,0.0,0.99,1.03,5885.0,19.6323,44.1669,2,0,-2.35,-0.11,0.25,0.3,0.24,0,0,1,2014.0
11.68,3.89,0.2,0.77,5.466607,389.6,-21.99,107.72,0.0,0.99,1.03,5885.0,19.6323,44.1669,2,0,-1.63,2.89,-0.03,0.23,0.36,0,0,1,2014.0
9.95,1.98,1.28,2.53,67.55928,730.4,-23.26,3.35,0.0,0.56,0.56,4258.0,19.9887,47.1575,3,0,-2.13,-0.13,-0.13,0.32,0.28,0,0,1,2014.0
13.26,2.13,1.38,2.93,25.69129,573.6,-22.36,6.88,0.0,0.56,0.56,4258.0,19.9887,47.1575,3,0,-2.01,-0.13,0.29,0.33,0.3,0,0,1,2014.0
17.55,2.27,1.49,3.39,3.899842,358.0,-20.45,28.46,0.0,0.56,0.56,4258.0,19.9887,47.1575,3,0,-1.5,-0.12,1.11,0.35,0.5,0,0,1,2014.0
3.1,2.54,0.19,0.48,61.07343,712.2,-23.7,25.93,0.0,1.16,1.27,6081.0,19.4651,38.0551,2,0,-2.23,2.41,-0.93,0.23,0.25,0,0,1,2014.0
7.65,3.38,0.2,0.67,12.94326,483.2,-22.63,83.45,0.0,1.15,1.27,6081.0,19.4651,38.0551,2,0,-1.93,2.68,-0.41,0.23,0.28,0,0,1,2014.0
25.16,2.46,1.68,4.14,259.7197,1022.8,-25.21,5.33,0.0,0.98,0.96,5847.0,19.3477,41.776,2,0,-2.36,-0.11,0.2,0.3,0.24,0,0,1,2014.0
5.4,1.69,1.12,1.89,147.2972,887.6,-23.77,8.13,0.0,0.98,0.96,5847.0,19.3477,41.776,2,0,-2.32,-0.15,-0.57,0.29,0.28,0,0,1,2014.0
10.4,2.0,1.29,2.59,226.3206,988.2,-24.61,11.48,0.0,1.24,1.46,6067.0,18.8133,44.4223,2,0,-2.36,-0.13,-0.33,0.3,0.26,0,0,1,2014.0
6.4,1.77,1.16,2.05,79.97359,761.9,-23.2,25.26,0.0,1.22,1.46,6067.0,18.8133,44.4223,2,0,-2.27,-0.14,-0.4,0.3,0.28,0,0,1,2014.0
0.58,0.88,0.84,0.74,206.2974,965.5,-22.72,5.22,0.0,0.86,0.88,5524.0,18.8669,44.2842,3,0,-2.32,-0.18,-1.23,0.28,0.3,0,0,1,2014.0
0.86,1.0,0.87,0.86,128.3374,857.5,-22.46,7.41,0.0,0.87,0.88,5524.0,18.8669,44.2842,3,0,-2.29,-0.17,-1.12,0.28,0.3,0,0,1,2014.0
0.23,0.66,0.79,0.52,,,,5.25,0.0,,0.88,5524.0,18.8669,44.2842,3,0,,-0.19,,,,0,0,1,2016.0
2.97,1.43,1.01,1.44,423.0662,1155.4,-24.56,2.97,0.0,0.79,0.93,5297.0,19.9418,47.5938,3,0,-2.35,-0.16,-0.91,0.28,0.29,0,0,1,2014.0
6.72,1.79,1.17,2.09,164.1783,912.0,-24.01,6.06,0.0,0.79,0.93,5297.0,19.9418,47.5938,3,0,-2.29,-0.14,-0.49,0.3,0.27,0,0,1,2014.0
16.81,2.25,1.47,3.32,73.77221,746.7,-23.64,10.94,0.0,0.79,0.93,5297.0,19.9418,47.5938,3,0,-2.22,-0.12,0.2,0.31,0.26,0,0,1,2014.0
3.49,1.5,1.03,1.55,430.7798,1160.7,-24.68,2.94,0.0,0.78,0.81,5626.0,19.4201,47.6978,2,0,-2.37,-0.15,-0.86,0.28,0.28,0,0,1,2014.0
9.95,1.98,1.28,2.53,110.6657,826.3,-23.8,8.01,0.0,0.81,0.81,5626.0,19.4201,47.6978,2,0,-2.28,-0.13,-0.22,0.3,0.27,0,0,1,2014.0
3.78,1.53,1.05,1.61,118.0705,839.8,-23.31,11.63,0.0,1.02,1.01,6023.0,19.5282,38.4773,2,0,-2.3,-0.15,-0.68,0.29,0.29,0,0,1,2014.0
7.38,1.84,1.19,2.19,28.941679999999998,590.9,-22.17,33.2,0.0,1.03,1.01,6023.0,19.5282,38.4773,2,0,-2.12,-0.14,-0.14,0.32,0.31,0,0,1,2014.0
19.94,2.34,1.55,3.64,256.9971,1020.1,-25.08,10.3,0.0,1.24,1.38,6165.0,19.4986,38.5149,3,0,-2.37,-0.12,0.04,0.3,0.24,0,0,1,2014.0
7.65,3.38,0.2,0.67,141.6552,878.9,-25.24,16.09,0.0,1.24,1.38,6165.0,19.4986,38.5149,3,0,-2.33,2.68,-0.75,0.22,0.2,0,0,1,2014.0
7.27,3.33,0.2,0.66,49.19085,674.7,-24.05,35.68,0.0,1.24,1.38,6165.0,19.4986,38.5149,3,0,-2.21,2.66,-0.63,0.22,0.22,0,0,1,2014.0
4.57,2.87,0.19,0.56,65.24475,724.1,-24.03,14.13,0.0,0.96,0.95,5812.0,19.5711,39.0364,3,0,-2.23,2.5,-0.82,0.22,0.23,0,0,1,2014.0
14.31,2.9,0.59,1.7,24.52877,567.0,-22.99,31.88,0.0,0.96,0.95,5812.0,19.5711,39.0364,3,0,-2.08,1.03,0.07,0.3,0.26,0,0,1,2013.0
13.99,2.8,0.64,1.78,13.964310000000001,492.5,-22.3,48.65,0.0,0.96,0.95,5812.0,19.5711,39.0364,3,0,-1.95,0.9,0.22,0.32,0.3,0,0,1,2013.0
89.02,2.92,3.56,10.42,200.4282,958.6,-25.3,17.32,0.0,1.19,1.65,6306.0,19.1056,39.0772,2,0,-2.36,-0.26,1.72,0.25,0.22,0,0,1,2013.0
66.77,3.36,1.76,5.91,84.85925999999999,773.2,-24.66,33.01,0.0,1.19,1.65,6306.0,19.1056,39.0772,2,0,-2.28,0.37,1.37,0.27,0.21,0,0,1,2013.0
9.4,3.62,0.2,0.72,213.8978,974.3,-25.83,12.31,0.0,1.23,1.27,6562.0,19.1594,42.195,3,0,-2.37,2.78,-0.73,0.21,0.19,0,0,1,2014.0
54.37,4.31,0.68,2.92,49.85013,677.0,-24.63,35.74,0.0,1.23,1.27,6562.0,19.1594,42.195,3,0,-2.22,1.63,0.91,0.26,0.19,0,0,1,2013.0
41.33,3.1,1.38,4.29,28.4167,588.2,-23.3,54.41,0.0,1.23,1.27,6562.0,19.1594,42.195,3,0,-2.12,0.37,1.18,0.29,0.25,0,0,1,2013.0
3.05,1.44,1.01,1.46,755.488,1335.7,-25.21,2.14,0.0,0.91,0.89,5744.0,19.426,42.1806,2,0,-2.4,-0.16,-0.96,0.28,0.28,0,0,1,2014.0
10.4,2.0,1.29,2.59,246.69,1009.7,-24.7,4.81,0.0,0.91,0.89,5744.0,19.426,42.1806,2,0,-2.35,-0.13,-0.34,0.3,0.26,0,0,1,2014.0
4.34,2.82,0.19,0.55,56.95058,699.9,-23.85,14.65,0.0,0.98,0.9,5723.0,19.6072,44.7707,2,0,-2.21,2.48,-0.82,0.23,0.24,0,0,1,2014.0
29.72,5.31,0.2,1.05,16.86526,516.3,-23.9,36.34,0.0,0.98,0.9,5723.0,19.6072,44.7707,2,0,-2.0,3.58,0.28,0.2,0.21,0,0,1,2014.0
0.89,1.01,0.87,0.88,162.2677,909.3,-22.74,9.22,0.0,1.09,1.01,5876.0,17.9786,44.7975,4,0,-2.33,-0.17,-1.13,0.28,0.3,0,0,1,2014.0
1.59,1.2,0.93,1.11,97.10641,799.8,-22.56,13.64,0.0,1.09,1.01,5876.0,17.9786,44.7975,4,0,-2.28,-0.17,-0.94,0.29,0.3,0,0,1,2014.0
61.04,3.1,2.04,6.34,17.14236,518.4,-22.74,44.35,0.0,1.09,1.01,5876.0,17.9786,44.7975,4,0,-2.0,0.12,2.04,0.26,0.27,0,0,1,2013.0
16.46,2.24,1.46,3.28,54.09936999999999,690.9,-23.29,12.7,0.0,0.93,0.81,5615.0,19.5431,47.7296,2,0,-2.2,-0.12,0.26,0.31,0.27,0,0,1,2014.0
3.38,2.61,0.19,0.5,12.89733,482.8,-22.06,37.51,0.0,0.92,0.81,5615.0,19.5431,47.7296,2,0,-1.93,2.42,-0.73,0.24,0.32,0,0,1,2014.0
2.37,1.34,0.97,1.31,389.3723,1131.7,-24.33,2.63,0.0,0.85,0.81,5411.0,19.4261,48.0656,2,0,-2.35,-0.16,-0.97,0.28,0.29,0,0,1,2014.0
1.27,1.12,0.9,1.01,123.1998,848.8,-22.67,6.19,0.0,0.85,0.81,5411.0,19.4261,48.0656,2,0,-2.28,-0.17,-1.02,0.29,0.3,0,0,1,2014.0
1.81,1.24,0.94,1.17,882.462,1388.6,-25.05,1.8,0.0,0.81,0.86,5580.0,19.3784,48.2943,4,0,-2.4,-0.16,-1.1,0.27,0.29,0,0,1,2014.0
2.51,1.37,0.98,1.34,364.6909,1113.3,-24.29,3.47,0.0,0.82,0.86,5580.0,19.3784,48.2943,4,0,-2.36,-0.16,-0.94,0.28,0.29,0,0,1,2014.0
2.3,1.33,0.97,1.29,172.8876,923.8,-23.42,5.91,0.0,0.87,0.86,5580.0,19.3784,48.2943,4,0,-2.31,-0.16,-0.89,0.29,0.29,0,0,1,2014.0
6.4,1.77,1.16,2.05,20.76817,543.9,-21.73,29.22,0.0,0.85,0.86,5580.0,19.3784,48.2943,4,0,-2.04,-0.14,-0.15,0.33,0.33,0,0,1,2014.0
19.52,2.33,1.54,3.6,51.4442,682.3,-23.32,20.34,0.0,0.98,1.03,5806.0,19.3952,48.4436,2,0,-2.2,-0.12,0.41,0.31,0.26,0,0,1,2014.0
6.82,3.26,0.2,0.64,17.8732,523.8,-22.9,44.85,0.0,0.99,1.03,5806.0,19.3952,48.4436,2,0,-2.01,2.63,-0.51,0.23,0.26,0,0,1,2014.0
5.14,1.67,1.11,1.85,309.4682,1068.6,-24.55,6.1,0.0,0.89,1.09,5918.0,19.2611,39.5947,3,0,-2.37,-0.15,-0.69,0.29,0.28,0,0,1,2014.0
4.45,2.84,0.19,0.55,66.70934,728.1,-24.04,19.31,0.0,0.89,1.09,5918.0,19.2611,39.5947,3,0,-2.24,2.49,-0.83,0.22,0.23,0,0,1,2014.0
3.62,2.67,0.19,0.51,15.873729999999998,508.5,-22.33,56.63,0.0,0.89,1.09,5918.0,19.2611,39.5947,3,0,-1.98,2.44,-0.73,0.24,0.3,0,0,1,2014.0
7.31,2.15,0.74,1.58,26.19894,576.3,-22.41,34.55,0.02,1.08,1.0,5990.0,19.831,42.8829,3,0,-2.1,0.45,-0.24,0.32,0.3,0,0,1,2014.0
4.13,2.68,0.22,0.58,10.60713,459.8,-21.9,66.06,0.01,1.08,1.0,5990.0,19.831,42.8829,3,0,-1.87,2.25,-0.61,0.25,0.33,0,0,1,2014.0
131.95,11.58,0.08,0.98,4.44078,369.8,-24.14,125.85,0.0,1.08,1.0,5990.0,19.831,42.8829,3,0,-1.54,8.53,1.66,0.1,0.26,0,0,1,2014.0
16.81,2.25,1.47,3.32,28.49604,588.6,-22.6,14.59,0.0,0.83,0.74,5147.0,19.094,42.6816,2,0,-2.08,-0.12,0.45,0.32,0.29,0,0,1,2014.0
3.77,2.7,0.19,0.52,8.204691,431.2,-21.64,36.77,0.0,0.85,0.74,5147.0,19.094,42.6816,2,0,-1.78,2.45,-0.63,0.24,0.36,0,0,1,2014.0
14.15,2.16,1.4,3.03,548.3759,1232.9,-25.74,3.55,0.0,1.03,1.02,6002.0,19.1944,42.4373,2,0,-2.4,-0.13,-0.32,0.29,0.25,0,0,1,2014.0
8.1,1.88,1.22,2.29,286.713,1048.4,-24.73,5.7,0.0,1.03,1.02,6002.0,19.1944,42.4373,2,0,-2.37,-0.14,-0.49,0.29,0.27,0,0,1,2014.0
2.23,1.32,0.97,1.28,397.8191,1137.8,-24.31,2.58,0.0,0.88,0.83,5299.0,19.7177,42.4243,5,0,-2.34,-0.16,-0.98,0.28,0.29,0,0,1,2014.0
3.22,1.47,1.02,1.5,240.656,1003.4,-23.99,3.72,0.0,0.88,0.83,5299.0,19.7177,42.4243,5,0,-2.32,-0.16,-0.82,0.29,0.29,0,0,1,2014.0
16.11,2.23,1.45,3.24,105.3911,816.3,-24.0,7.06,0.0,0.88,0.83,5299.0,19.7177,42.4243,5,0,-2.26,-0.12,0.09,0.31,0.26,0,0,1,2014.0
3.62,2.67,0.19,0.51,51.793859999999995,683.5,-23.62,11.98,0.0,0.88,0.83,5299.0,19.7177,42.4243,5,0,-2.18,2.44,-0.87,0.23,0.25,0,0,1,2014.0
20.36,2.35,1.57,3.68,24.51227,566.9,-22.53,20.83,0.0,0.88,0.83,5299.0,19.7177,42.4243,5,0,-2.06,-0.12,0.66,0.32,0.29,0,0,1,2014.0
5.66,3.07,0.2,0.6,45.24982,660.8,-23.78,19.25,0.0,1.01,0.96,5804.0,19.0905,42.4065,2,0,-2.18,2.56,-0.71,0.23,0.23,0,0,1,2014.0
11.18,3.83,0.2,0.76,11.471219999999999,468.9,-22.77,54.16,0.0,1.01,0.96,5804.0,19.0905,42.4065,2,0,-1.89,2.87,-0.2,0.23,0.28,0,0,1,2014.0
6.4,1.77,1.16,2.05,457.1841,1178.1,-25.1,3.7,0.0,1.08,0.98,5913.0,19.1595,46.0593,2,0,-2.39,-0.14,-0.66,0.29,0.27,0,0,1,2014.0
3.82,2.71,0.19,0.52,208.957,968.6,-25.18,6.63,0.0,1.09,0.98,5913.0,19.1595,46.0593,2,0,-2.35,2.45,-0.99,0.22,0.23,0,0,1,2014.0
1.7,1.22,0.93,1.14,73.07804,744.9,-22.29,12.65,0.0,0.81,0.9,5603.0,19.0231,45.3678,3,0,-2.24,-0.17,-0.89,0.29,0.31,0,0,1,2014.0
1.45,1.16,0.92,1.07,35.52062,622.0,-21.4,21.53,0.0,0.82,0.9,5603.0,19.0231,45.3678,3,0,-2.14,-0.17,-0.87,0.3,0.33,0,0,1,2014.0
2.44,1.36,0.98,1.33,19.4292,534.9,-21.07,33.88,0.0,0.82,0.9,5603.0,19.0231,45.3678,3,0,-2.02,-0.16,-0.61,0.32,0.35,0,0,1,2014.0
4.57,2.87,0.19,0.56,16.07615,510.1,-22.5,38.87,0.0,0.9,0.92,5619.0,18.8806,48.7776,2,0,-1.98,2.5,-0.65,0.24,0.29,0,0,1,2014.0
55.96,6.53,0.2,1.31,6.705375,410.0,-23.34,74.92,0.0,0.9,0.92,5619.0,18.8806,48.7776,2,0,-1.72,4.22,1.07,0.18,0.26,0,0,1,2014.0
2.23,1.32,0.97,1.28,592.1912,1256.8,-24.75,2.93,0.0,0.97,1.03,5617.0,18.8805,48.5805,4,0,-2.38,-0.16,-1.02,0.28,0.29,0,0,1,2014.0
3.52,2.64,0.19,0.5,193.3686,950.0,-25.04,6.89,0.0,0.97,1.03,5617.0,18.8805,48.5805,4,0,-2.32,2.43,-1.01,0.22,0.23,0,0,1,2014.0
7.73,1.86,1.2,2.24,68.0484,731.7,-23.13,15.05,0.0,0.97,1.03,5617.0,18.8805,48.5805,4,0,-2.23,-0.14,-0.27,0.31,0.28,0,0,1,2014.0
7.92,1.87,1.21,2.26,19.57657,535.9,-21.78,38.29,0.0,0.97,1.03,5617.0,18.8805,48.5805,4,0,-2.03,-0.14,-0.01,0.33,0.33,0,0,1,2014.0
5.14,1.67,1.11,1.85,105.6005,816.7,-23.37,10.45,0.0,0.94,0.9,5986.0,19.6859,48.5997,2,0,-2.29,-0.15,-0.54,0.3,0.28,0,0,1,2014.0
16.81,2.25,1.47,3.32,17.33587,519.9,-22.06,40.71,0.0,0.94,0.9,5986.0,19.6859,48.5997,2,0,-2.01,-0.12,0.59,0.32,0.31,0,0,1,2014.0
2.37,1.34,0.97,1.31,641.1634,1282.0,-24.87,2.51,0.0,0.91,0.9,5815.0,18.9322,49.233,3,0,-2.4,-0.16,-1.01,0.28,0.29,0,0,1,2014.0
2.37,1.34,0.97,1.31,230.8188,993.0,-23.76,5.42,0.0,0.91,0.9,5815.0,18.9322,49.233,3,0,-2.35,-0.16,-0.92,0.28,0.29,0,0,1,2014.0
6.1,1.75,1.14,2.0,66.24265,726.8,-22.97,13.75,0.0,0.91,0.9,5815.0,18.9322,49.233,3,0,-2.24,-0.14,-0.39,0.31,0.29,0,0,1,2014.0
13.26,4.05,0.2,0.81,38.91728,636.3,-24.22,30.18,0.0,1.05,1.22,5740.0,19.6211,43.6293,2,0,-2.16,2.97,-0.34,0.21,0.2,0,0,1,2014.0
,12.44,,,5.729558,394.2,-24.58,127.28,0.0,1.05,1.22,5740.0,19.6211,43.6293,2,0,-1.65,,,,0.22,0,0,1,2014.0
0.58,0.88,0.84,0.74,86.83553,777.7,-21.78,1.94,0.0,0.59,0.48,3944.0,18.8757,43.6571,2,0,-2.13,-0.18,-1.17,0.29,0.31,0,0,1,2014.0
1.35,1.14,0.91,1.04,15.39466,504.6,-20.45,7.06,0.0,0.59,0.48,3944.0,18.8757,43.6571,2,0,-1.89,-0.17,-0.79,0.33,0.38,0,0,1,2014.0
4.51,2.86,0.19,0.55,140.6924,877.4,-24.86,3.3,0.0,0.8,0.69,4731.0,19.6295,40.5576,4,0,-2.24,2.49,-0.91,0.22,0.22,0,0,1,2014.0
14.46,2.17,1.41,3.06,73.38585,745.7,-23.55,5.32,0.0,0.8,0.69,4731.0,19.6295,40.5576,4,0,-2.18,-0.13,0.1,0.31,0.26,0,0,1,2014.0
3.97,2.74,0.19,0.53,33.43643,612.6,-23.2,9.65,0.0,0.8,0.69,4731.0,19.6295,40.5576,4,0,-2.08,2.46,-0.79,0.23,0.26,0,0,1,2014.0
1.59,1.2,0.93,1.11,378.0319,1123.4,-24.04,1.5,0.0,0.8,0.69,4731.0,19.6295,40.5576,4,0,-2.29,-0.17,-1.06,0.28,0.29,0,0,1,2016.0
11.32,3.61,0.24,0.87,115.8458,835.8,-25.16,5.49,0.0,0.83,0.87,4918.0,19.9483,40.3431,3,0,-2.24,2.47,-0.54,0.23,0.2,0,0,1,2013.0
6.1,3.3,0.17,0.56,66.81300999999999,728.4,-24.37,8.29,0.0,0.83,0.87,4918.0,19.9483,40.3431,3,0,-2.18,2.9,-0.76,0.21,0.22,0,0,1,2013.0
