P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Mean (EU),P. Teq Mean (K),P. Ts Mean (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,P. Mean Distance (AU),S. Name,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. Age (Gyrs),S. Distance (pc),S. RA (hrs),S. DEC (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. ESI,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
Kepler-11 e,Hot,Superterran,gas,metals-rich,non-habitable,9.54,4.19,0.13,0.54,1.51,        30.02377,596.4,,1.2,-24.01,7.97,32.0,0.194,0.0,0.19,Kepler-11,Cyg,G,0.95,1.1,5680.0,1.129974,8.0,,19.8078,41.9092,6,0,0.802,1.896,-2.11,3.75,-0.53,0.19,0.21,0,0,1,Primary Transit,      2011.00
Kepler-11 f,Hot,Terran,gas,metals-rich,non-habitable,2.0,2.49,0.13,0.32,0.9,        18.07959,525.3,,0.3,-22.32,4.73,46.69,0.25,0.0,0.25,Kepler-11,Cyg,G,0.95,1.1,5680.0,1.129974,8.0,,19.8078,41.9092,6,0,0.802,1.896,-2.01,3.05,-0.97,0.21,0.3,0,0,1,Primary Transit,      2011.00
Kepler-11 g,Hot,Neptunian,gas,metals-rich,non-habitable,9.79,3.67,0.2,0.73,1.63,        5.294009,386.4,,1.9,-21.83,6.97,118.38,0.462,0.0,0.46,Kepler-11,Cyg,G,0.95,1.1,5680.0,1.129974,8.0,,19.8078,41.9092,6,0,0.802,1.896,-1.62,2.8,-0.12,0.24,0.37,0,0,1,Primary Transit,      2011.00
Kepler-12 b,Hot,Jovian,gas,metals-rich,non-habitable,137.03,18.98,0.02,0.38,2.69,        798.4283,1354.2,,2.7,-30.89,36.7,4.44,0.0556,0.01,0.06,Kepler-12,Dra,G0,1.17,1.48,5947.0,2.468106,4.0,,19.0829,50.0403,1,0,1.167,2.738,-2.42,16.08,-0.32,0.06,0.05,0,0,1,Primary Transit,      2011.00
Kepler-13 A b,Hot,Jovian,gas,hydrogen-rich,non-habitable,2098.4,15.75,0.54,8.46,11.54,        23138.58,3142.2,,1127.6,-34.15,30.28,1.76,0.0363,0.0,0.04,Kepler-13 A,Lyr,A,2.05,2.55,8500.0,30.454107,,,19.1314,46.8683,1,0,3.827,8.818999999999999,-2.52,14.19,2.25,0.06,0.06,0,0,1,Primary Transit,      2011.00
Kepler-14 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,2670.7,12.72,1.3,16.5,14.49,        971.1529,1421.9,,3463.1,-30.23,24.36,6.79,0.0805,0.04,0.08,Kepler-14,Lyr,F,1.51,2.05,6395.0,6.293785,2.2,980.0,19.1806,47.3331,1,0,1.814,4.217,-2.44,11.87,5.7,0.07,0.07,0,0,1,Primary Transit,      2011.00
Kepler-15 b,Hot,Jovian,gas,metals-rich,non-habitable,209.84,10.75,0.17,1.82,4.42,        264.9922,1027.9,,35.4,-28.44,20.54,4.94,0.0571,0.0,0.06,Kepler-15,Cyg,G,1.02,0.99,5595.0,0.865194,,,19.7467,49.1401,1,0,0.706,1.671,-2.34,7.18,0.93,0.12,0.09,0,0,1,Primary Transit,      2011.00
Kepler-16(AB) b,Warm,Jovian,gas,hydrogen-rich,non-habitable,105.87,8.44,0.18,1.49,3.54,       0.2992506,188.4,,18.6,-20.51,16.1,228.78,0.7048,0.01,0.7,Kepler-16(AB),Cyg,K,0.69,0.65,4450.0,0.148647,,,19.2717,51.7575,1,1,0.309,0.765,0.74,5.54,3.26,0.13,0.32,0,0,1,Primary Transit,      2011.00
Kepler-17 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,778.95,14.69,0.25,3.61,7.28,        1645.780,1622.7,,191.2,-31.12,28.21,1.49,0.0259,0.01,0.03,Kepler-17,Cyg,G2V,1.16,1.05,5781.0,1.104791,1.78,800.0,19.8931,47.815,1,0,0.789,1.858,-2.43,10.8,1.76,0.08,0.06,0,0,1,Primary Transit,      2011.00
Kepler-18 b,Hot,Superterran,rocky-water,metals-rich,non-habitable,6.87,2.0,0.86,1.72,1.85,        462.8623,1181.7,1223.3,5.9,-25.38,3.8,3.5,0.0447,0.0,0.04,Kepler-18,Cyg,G,0.97,1.11,5383.0,0.924841,10.0,,19.8719,44.7464,3,0,0.738,1.761,-2.36,0.23,-0.69,0.29,0.26,0,0,1,Primary Transit,      2011.00
Kepler-18 c,Hot,Neptunian,gas,metals-rich,non-habitable,17.21,5.48,0.1,0.57,1.77,        163.5427,911.1,,1.8,-26.44,10.42,7.64,0.0752,0.0,0.08,Kepler-18,Cyg,G,0.97,1.11,5383.0,0.924841,10.0,,19.8719,44.7464,3,0,0.738,1.761,-2.3,4.73,-0.59,0.16,0.15,0,0,1,Primary Transit,      2011.00
Kepler-18 d,Hot,Neptunian,gas,metals-rich,non-habitable,16.31,6.96,0.05,0.34,1.53,        67.33047,729.8,,0.8,-26.0,13.26,14.86,0.1172,0.0,0.12,Kepler-18,Cyg,G,0.97,1.11,5383.0,0.924841,10.0,,19.8719,44.7464,3,0,0.738,1.761,-2.22,7.11,-0.63,0.12,0.13,0,0,1,Primary Transit,      2011.00
Kepler-19 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,15.76,2.22,1.45,3.21,2.67,        85.19070,771.9,819.3,22.8,-23.77,4.22,9.29,0.085,0.12,0.08,Kepler-19,Lyr,G,0.94,0.85,5541.0,0.611055,1.9,,19.3614,37.8517,3,0,0.595,1.411,-2.25,-0.12,0.12,0.31,0.26,0,0,1,Primary Transit,      2011.00
Kepler-19 c,Hot,Neptunian,gas,metals-rich,non-habitable,13.1,4.04,0.2,0.8,1.8,        19.38819,530.1,,2.6,-23.48,7.68,28.73,0.1795,0.21,0.18,Kepler-19,Lyr,G,0.94,0.85,5541.0,0.611055,1.9,,19.3614,37.8517,3,0,0.595,1.411,-2.02,2.96,-0.23,0.22,0.3,0,0,1,Other,      2011.00
Kepler-19 d,Hot,Neptunian,gas,metals-rich,non-habitable,22.51,4.84,0.2,0.96,2.16,        6.669498,409.2,,4.5,-22.68,9.2,62.95,0.3029,0.05,0.3,Kepler-19,Lyr,G,0.94,0.85,5541.0,0.611055,1.9,,19.3614,37.8517,3,0,0.595,1.411,-1.72,3.34,0.33,0.21,0.38,0,0,1,Radial Velocity,      2017.00
Kepler-20 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.7,1.87,1.49,2.78,2.28,        333.0779,1088.2,1133.6,14.4,-24.87,3.55,3.7,0.0463,0.03,0.05,Kepler-20,Lyr,G8,0.91,0.94,5466.0,0.7136939999999999,8.8,290.0,19.18,42.3386,6,0,0.6459999999999999,1.535,-2.35,-0.31,-0.39,0.29,0.27,0,0,1,Primary Transit,      2011.00
Kepler-20 c,Hot,Neptunian,water-gas,metals-rich,non-habitable,12.76,3.04,0.45,1.38,2.05,        80.28076,758.9,800.4,5.8,-24.4,5.79,10.85,0.0949,0.16,0.09,Kepler-20,Lyr,G8,0.91,0.94,5466.0,0.7136939999999999,8.8,290.0,19.18,42.3386,6,0,0.6459999999999999,1.535,-2.24,1.39,-0.3,0.27,0.22,0,0,1,Primary Transit,      2011.00
Kepler-20 d,Hot,Neptunian,gas,metals-rich,non-habitable,3.96,2.74,0.19,0.53,1.2,        7.257749,385.7,,0.8,-21.78,5.21,77.61,0.3506,0.6,0.28,Kepler-20,Lyr,G8,0.91,0.94,5466.0,0.7136939999999999,8.8,290.0,19.18,42.3386,6,0,0.6459999999999999,1.535,-1.62,2.46,-0.62,0.25,0.37,0,0,1,Primary Transit,      2011.00
Kepler-20 e,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.54,0.86,0.83,0.72,0.79,        174.7876,926.3,956.9,0.4,-22.49,1.64,6.1,0.0639,0.0,0.06,Kepler-20,Lyr,G8,0.91,0.94,5466.0,0.7136939999999999,8.8,290.0,19.18,42.3386,6,0,0.6459999999999999,1.535,-2.31,-0.18,-1.23,0.28,0.3,0,0,1,Primary Transit,      2011.00
Kepler-20 f,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.87,1.0,0.87,0.87,0.93,        36.62195,626.7,659.6,0.8,-21.11,1.9,19.58,0.1396,0.0,0.14,Kepler-20,Lyr,G8,0.91,0.94,5466.0,0.7136939999999999,8.8,290.0,19.18,42.3386,6,0,0.6459999999999999,1.535,-2.14,-0.17,-1.01,0.3,0.33,0,0,1,Primary Transit,      2011.00
Kepler-20 g,Hot,Neptunian,gas,metals-rich,non-habitable,19.97,4.65,0.2,0.92,2.07,        17.09348,515.8,,4.0,-23.64,8.84,34.94,0.2055,0.15,0.2,Kepler-20,Lyr,G8,0.91,0.94,5466.0,0.7136939999999999,8.8,290.0,19.18,42.3386,6,0,0.6459999999999999,1.535,-1.99,3.25,0.03,0.21,0.29,0,0,1,Other,      2016.00
Kepler-21 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,4.79,1.64,1.09,1.79,1.71,        2403.933,1783.8,1824.9,5.2,-26.74,3.11,2.79,0.0427,0.02,0.04,Kepler-21,Lyr,F6IV,1.34,1.86,6131.0,4.385721,2.84,108.0,19.1575,38.7139,1,0,1.538,3.594,-2.45,-0.15,-0.95,0.28,0.27,0,0,1,Primary Transit,      2011.00
Kepler-22 b,Warm,Superterran,rocky-iron,hydrogen-rich,mesoplanet,20.36,2.35,1.57,3.68,2.94,        1.106029,261.3,310.1,31.9,-19.15,4.47,289.86,0.849,0.0,0.85,Kepler-22,Cyg,G5,0.97,0.98,5518.0,0.797227,9.9,190.0,19.2811,47.8844,1,1,0.68,1.615,-0.64,-0.12,1.79,0.34,0.71,1,0,1,Primary Transit,      2011.00
Kepler-23 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,5.42,1.69,1.12,1.89,1.79,        406.3756,1143.1,1184.8,6.1,-24.88,3.22,7.11,0.075,0.06,0.07,Kepler-23,Cyg,G,1.11,1.52,5760.0,2.2817439999999998,,,19.6144,49.4792,3,0,1.135,2.675,-2.38,-0.15,-0.71,0.29,0.27,0,0,1,Primary Transit,      2012.00
Kepler-23 c,Hot,Neptunian,gas,metals-rich,non-habitable,5.92,3.11,0.2,0.61,1.38,        232.8539,995.1,,1.2,-25.6,5.92,10.74,0.099,0.02,0.1,Kepler-23,Cyg,G,1.11,1.52,5760.0,2.2817439999999998,,,19.6144,49.4792,3,0,1.135,2.675,-2.35,2.58,-0.88,0.22,0.21,0,0,1,Primary Transit,      2012.00
Kepler-23 d,Hot,Superterran,rocky-iron,metals-rich,non-habitable,17.49,2.23,1.57,3.51,2.8,        148.8737,888.8,937.0,27.5,-24.39,4.25,15.27,0.124,0.08,0.12,Kepler-23,Cyg,G,1.11,1.52,5760.0,2.2817439999999998,,,19.6144,49.4792,3,0,1.135,2.675,-2.31,-0.18,0.08,0.3,0.25,0,0,1,Primary Transit,      2014.00
Kepler-24 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,20.36,2.35,1.57,3.68,2.94,        181.6308,935.3,984.1,31.9,-24.71,4.47,8.15,0.08,0.0,0.08,Kepler-24,Lyr,G,1.03,1.07,5800.0,1.1624370000000002,,,19.3608,38.3439,2,0,0.8079999999999999,1.903,-2.33,-0.12,0.13,0.3,0.24,0,0,1,Primary Transit,      2012.00
Kepler-24 c,Hot,Neptunian,gas,metals-rich,non-habitable,4.24,2.8,0.19,0.54,1.23,        103.4565,812.5,,0.8,-24.48,5.32,12.33,0.106,0.0,0.11,Kepler-24,Lyr,G,1.03,1.07,5800.0,1.1624370000000002,,,19.3608,38.3439,2,0,0.8079999999999999,1.903,-2.28,2.48,-0.9,0.22,0.23,0,0,1,Primary Transit,      2012.00
Kepler-25 b,Hot,Neptunian,gas,no-atmosphere,non-habitable,3.77,2.7,0.19,0.52,1.18,        527.5407,1220.4,,0.7,-26.18,5.13,6.24,0.068,0.05,0.07,Kepler-25,Lyr,F,1.22,1.36,6190.0,2.436297,,,19.1092,39.4878,3,0,1.1420000000000001,2.6660000000000004,-2.41,2.45,-1.08,0.22,0.22,0,0,1,Primary Transit,      2012.00
Kepler-25 c,Hot,Neptunian,gas,metals-rich,non-habitable,27.13,5.15,0.2,1.02,2.3,        201.3569,959.7,,5.4,-26.54,9.8,12.72,0.11,0.01,0.11,Kepler-25,Lyr,F,1.22,1.36,6190.0,2.436297,,,19.1092,39.4878,3,0,1.1420000000000001,2.6660000000000004,-2.36,3.5,-0.3,0.19,0.15,0,0,1,Primary Transit,      2012.00
Kepler-25 d,Hot,Jovian,gas,hydrogen-rich,non-habitable,89.93,7.56,0.21,1.57,3.45,        9.111665,442.6,,18.7,-24.0,14.4,123.0,0.5171,0.0,0.52,Kepler-25,Lyr,F,1.22,1.36,6190.0,2.436297,,,19.1092,39.4878,3,0,1.1420000000000001,2.6660000000000004,-1.82,4.78,1.44,0.16,0.28,0,0,1,Radial Velocity,      2014.00
Kepler-26 b,Hot,Neptunian,gas,metals-rich,non-habitable,4.13,2.78,0.19,0.54,1.22,        17.72581,522.8,,0.8,-22.54,5.28,12.28,0.085,0.0,0.09,Kepler-26,Lyr,K,0.65,0.59,4500.0,0.12806900000000002,,,18.9961,46.5667,3,0,0.28600000000000003,0.7070000000000001,-1.96,2.47,-0.7,0.24,0.29,0,0,1,Primary Transit,      2012.00
Kepler-26 c,Hot,Neptunian,gas,metals-rich,non-habitable,3.87,2.72,0.19,0.52,1.19,        11.18604,465.9,,0.7,-21.99,5.17,17.25,0.107,0.0,0.11,Kepler-26,Lyr,K,0.65,0.59,4500.0,0.12806900000000002,,,18.9961,46.5667,3,0,0.28600000000000003,0.7070000000000001,-1.85,2.45,-0.66,0.24,0.32,0,0,1,Primary Transit,      2012.00
Kepler-26 e,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,22.64,2.41,1.62,3.9,3.07,        2.646054,324.9,374.4,36.7,-20.15,4.58,46.83,0.22,0.0,0.22,Kepler-26,Lyr,K,0.65,0.59,4500.0,0.12806900000000002,,,18.9961,46.5667,3,0,0.28600000000000003,0.7070000000000001,-1.31,-0.12,1.56,0.33,0.57,0,0,1,Primary Transit,      2014.00
Kepler-27 b,Hot,Neptunian,gas,metals-rich,non-habitable,13.05,4.03,0.2,0.8,1.8,        19.07238,532.4,,2.6,-23.43,7.67,15.33,0.118,0.0,0.12,Kepler-27,Cyg,G,0.65,0.59,5400.0,0.26556399999999997,,,19.4825,41.0858,2,0,0.395,0.9420000000000001,-2.01,2.96,-0.22,0.22,0.23,0,0,1,Primary Transit,      2012.00
Kepler-27 c,Hot,Neptunian,gas,metals-rich,non-habitable,23.78,4.93,0.2,0.98,2.2,        7.279510,418.5,,4.7,-22.82,9.38,31.33,0.191,0.0,0.19,Kepler-27,Cyg,G,0.65,0.59,5400.0,0.26556399999999997,,,19.4825,41.0858,2,0,0.395,0.9420000000000001,-1.75,3.39,0.35,0.21,0.29,0,0,1,Primary Transit,      2012.00
Kepler-28 b,Hot,Neptunian,gas,metals-rich,non-habitable,9.13,3.58,0.2,0.71,1.6,        50.76370,680.0,,1.8,-24.24,6.81,5.91,0.062,0.0,0.06,Kepler-28,Cyg,K,0.75,0.7,4590.0,0.19513599999999998,,,19.4758,42.4294,2,0,0.35200000000000004,0.866,-2.13,2.76,-0.55,0.22,0.21,0,0,1,Primary Transit,      2012.00
Kepler-28 c,Hot,Neptunian,gas,metals-rich,non-habitable,7.49,3.36,0.2,0.66,1.49,        29.74176,595.0,,1.5,-23.52,6.39,8.99,0.081,0.0,0.08,Kepler-28,Cyg,K,0.75,0.7,4590.0,0.19513599999999998,,,19.4758,42.4294,2,0,0.35200000000000004,0.866,-2.05,2.67,-0.55,0.23,0.24,0,0,1,Primary Transit,      2012.00
Kepler-29 b,Hot,Neptunian,gas,metals-rich,non-habitable,7.42,3.35,0.2,0.66,1.49,        111.5883,828.0,,1.5,-24.95,6.37,10.34,0.09,0.0,0.09,Kepler-29,Cyg,G,1.0,0.96,5750.0,0.9038649999999999,,,19.89,47.4911,2,0,0.715,1.685,-2.29,2.67,-0.73,0.22,0.21,0,0,1,Primary Transit,      2012.00
Kepler-29 c,Hot,Neptunian,gas,metals-rich,non-habitable,6.05,3.14,0.2,0.62,1.39,        74.69961,749.0,,1.2,-24.37,5.96,13.29,0.11,0.0,0.11,Kepler-29,Cyg,G,1.0,0.96,5750.0,0.9038649999999999,,,19.89,47.4911,2,0,0.715,1.685,-2.25,2.59,-0.75,0.22,0.22,0,0,1,Primary Transit,      2012.00
Kepler-30 b,Hot,Neptunian,gas,metals-rich,non-habitable,11.98,3.92,0.2,0.78,1.75,        22.83553,556.9,,2.4,-23.57,7.45,29.33,0.18,0.0,0.18,Kepler-30,Lyr,G,0.99,0.95,5498.0,0.7398710000000001,,,19.0189,38.9472,3,0,0.6559999999999999,1.5590000000000002,-2.06,2.91,-0.3,0.22,0.23,0,0,1,Primary Transit,      2012.00
Kepler-30 c,Hot,Jovian,,,non-habitable,,12.32,,,,        8.220790,431.4,,,-24.95,23.58,60.32,0.3,0.0,0.3,Kepler-30,Lyr,G,0.99,0.95,5498.0,0.7398710000000001,,,19.0189,38.9472,3,0,0.6559999999999999,1.5590000000000002,-1.79,,,,0.18,0,0,1,Primary Transit,      2012.00
Kepler-30 d,Hot,Jovian,gas,hydrogen-rich,non-habitable,159.45,8.85,0.23,2.04,4.25,        2.959484,334.2,,36.7,-23.11,16.88,143.34,0.5,0.0,0.5,Kepler-30,Lyr,G,0.99,0.95,5498.0,0.7398710000000001,,,19.0189,38.9472,3,0,0.6559999999999999,1.5590000000000002,-1.35,5.53,2.76,0.14,0.34,0,0,1,Primary Transit,      2012.00
Kepler-31 b,Hot,Neptunian,gas,metals-rich,non-habitable,15.34,4.26,0.2,0.85,1.9,        84.28040,771.9,,3.1,-25.17,8.09,20.86,0.16,0.0,0.16,Kepler-31,Cyg,F,1.21,1.22,6340.0,2.157578,,,19.6017,45.8531,3,0,1.065,2.479,-2.28,3.06,-0.41,0.21,0.18,0,0,1,Primary Transit,      2012.00
Kepler-31 c,Hot,Neptunian,gas,metals-rich,non-habitable,15.34,4.26,0.2,0.85,1.9,        31.91683,605.5,,3.1,-24.11,8.09,42.63,0.26,0.0,0.26,Kepler-31,Cyg,F,1.21,1.22,6340.0,2.157578,,,19.6017,45.8531,3,0,1.065,2.479,-2.14,3.06,-0.24,0.21,0.2,0,0,1,Primary Transit,      2012.00
Kepler-31 d,Hot,Neptunian,gas,metals-rich,non-habitable,18.84,4.56,0.2,0.91,2.03,        14.18526,494.4,,3.7,-23.38,8.67,87.65,0.39,0.0,0.39,Kepler-31,Cyg,F,1.21,1.22,6340.0,2.157578,,,19.6017,45.8531,3,0,1.065,2.479,-1.96,3.21,0.04,0.21,0.24,0,0,1,Primary Transit,      2014.00
Kepler-32 b,Hot,Neptunian,gas,metals-rich,non-habitable,14.16,4.14,0.2,0.82,1.85,        23.32169,559.9,,2.8,-23.71,7.88,5.9,0.05,0.0,0.05,Kepler-32,Cyg,K,0.58,0.53,3900.0,0.058303999999999995,,,19.8561,46.5742,2,0,0.196,0.499,-1.97,3.01,-0.22,0.22,0.22,0,0,1,Primary Transit,      2012.00
Kepler-32 c,Hot,Neptunian,gas,metals-rich,non-habitable,10.03,3.7,0.2,0.73,1.65,        7.198051,417.3,,2.0,-22.18,7.03,8.75,0.09,0.0,0.09,Kepler-32,Cyg,K,0.58,0.53,3900.0,0.058303999999999995,,,19.8561,46.5742,2,0,0.196,0.499,-1.7,2.81,-0.17,0.23,0.33,0,0,1,Primary Transit,      2012.00
Kepler-33 b,Hot,Superterran,rocky-iron,metals-rich,non-habitable,6.72,1.79,1.17,2.09,1.94,        787.8447,1349.8,1392.6,7.8,-25.72,3.41,5.67,0.0677,0.0,0.07,Kepler-33,Cyg,G,1.29,1.82,5904.0,3.610921,4.27,,19.2719,46.0053,5,0,1.415,3.324,-2.41,-0.14,-0.71,0.28,0.27,0,0,1,Primary Transit,      2012.00
Kepler-33 c,Hot,Neptunian,gas,metals-rich,non-habitable,6.75,3.25,0.2,0.64,1.44,        255.4196,1018.5,,1.3,-25.79,6.18,13.18,0.1189,0.0,0.12,Kepler-33,Cyg,G,1.29,1.82,5904.0,3.610921,4.27,,19.2719,46.0053,5,0,1.415,3.324,-2.36,2.63,-0.86,0.22,0.2,0,0,1,Primary Transit,      2012.00
Kepler-33 d,Hot,Neptunian,gas,metals-rich,non-habitable,30.87,5.38,0.2,1.07,2.4,        130.7242,861.5,,6.1,-26.16,10.23,21.78,0.1662,0.0,0.17,Kepler-33,Cyg,G,1.29,1.82,5904.0,3.610921,4.27,,19.2719,46.0053,5,0,1.415,3.324,-2.31,3.61,-0.15,0.19,0.15,0,0,1,Primary Transit,      2012.00
Kepler-33 e,Hot,Neptunian,gas,metals-rich,non-habitable,13.05,4.03,0.2,0.8,1.8,        78.99554,759.5,,2.6,-24.98,7.67,31.78,0.2138,0.0,0.21,Kepler-33,Cyg,G,1.29,1.82,5904.0,3.610921,4.27,,19.2719,46.0053,5,0,1.415,3.324,-2.26,2.96,-0.47,0.21,0.19,0,0,1,Primary Transit,      2012.00
Kepler-33 f,Hot,Neptunian,gas,metals-rich,non-habitable,17.89,4.48,0.2,0.89,2.0,        56.19039,697.5,,3.6,-24.84,8.52,41.03,0.2535,0.0,0.25,Kepler-33,Cyg,G,1.29,1.82,5904.0,3.610921,4.27,,19.2719,46.0053,5,0,1.415,3.324,-2.22,3.17,-0.27,0.21,0.18,0,0,1,Primary Transit,      2012.00
Kepler-34(AB)  b,Warm,Jovian,gas,hydrogen-rich,non-habitable,69.92,8.55,0.11,0.96,2.86,        1.136809,261.4,,7.8,-22.01,16.31,288.82,1.0896,0.18,1.07,Kepler-34(AB),Cyg,G,2.07,1.1,5913.0,1.32711,,1499.0,19.7625,44.6417,1,1,0.858,2.013,-0.59,6.24,1.67,0.13,0.44,0,0,1,Primary Transit,      2012.00
Kepler-35(AB) b,Hot,Neptunian,gas,metals-rich,non-habitable,40.31,8.15,0.07,0.61,2.22,        2.435422,318.2,,3.0,-22.72,15.54,131.46,0.6035,0.04,0.6,Kepler-35(AB),Cyg,G,1.7,1.0,5606.0,0.8861399999999999,,1645.0,19.6331,46.69,1,0,0.7140000000000001,1.69,-1.23,6.74,0.68,0.13,0.37,0,0,1,Primary Transit,      2012.00
Kepler-36 b,Hot,Terran,rocky-iron,metals-rich,non-habitable,4.46,1.48,1.38,2.04,1.74,        225.3489,987.1,1028.9,6.2,-23.94,2.81,13.84,0.1153,0.0,0.12,Kepler-36,Cyg,G,1.11,1.66,5900.0,2.995809,6.922999999999999,,19.4167,49.2319,2,0,1.2890000000000001,3.028,-2.35,-0.42,-0.66,0.29,0.29,0,0,1,Primary Transit,      2012.00
Kepler-36 c,Hot,Superterran,gas,metals-rich,non-habitable,8.08,3.68,0.16,0.6,1.48,        181.9956,935.8,,1.3,-25.69,6.99,16.24,0.1283,0.0,0.13,Kepler-36,Cyg,G,1.11,1.66,5900.0,2.995809,6.922999999999999,,19.4167,49.2319,2,0,1.2890000000000001,3.028,-2.34,3.13,-0.79,0.2,0.19,0,0,1,Primary Transit,      2012.00
Kepler-37 b,Hot,Mercurian,rocky-iron,no-atmosphere,non-habitable,0.02,0.32,0.72,0.23,0.27,        45.53074,661.8,678.4,0.0,-18.85,0.61,13.37,0.1003,0.0,0.1,Kepler-37,Lyr,G,0.8,0.77,5417.0,0.45804300000000003,6.0,66.0,18.9373,44.5182,3,0,0.519,1.235,-2.17,-0.2,-1.53,0.27,0.23,0,0,1,Primary Transit,      2013.00
Kepler-37 c,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.34,0.75,0.81,0.6,0.67,        24.47566,566.7,595.1,0.3,-20.03,1.42,21.3,0.1368,0.0,0.14,Kepler-37,Lyr,G,0.8,0.77,5417.0,0.45804300000000003,6.0,66.0,18.9373,44.5182,3,0,0.519,1.235,-2.07,-0.18,-1.18,0.3,0.34,0,0,1,Primary Transit,      2013.00
Kepler-37 d,Hot,Superterran,rocky-iron,metals-rich,non-habitable,9.1,1.94,1.25,2.42,2.17,        10.62801,460.0,504.4,11.4,-21.2,3.68,39.79,0.2076,0.0,0.21,Kepler-37,Lyr,G,0.8,0.77,5417.0,0.45804300000000003,6.0,66.0,18.9373,44.5182,3,0,0.519,1.235,-1.87,-0.14,0.22,0.35,0.37,0,0,1,Primary Transit,      2013.00
Kepler-38(AB) b,Hot,Neptunian,water-gas,hydrogen-rich,non-habitable,120.82,4.37,1.45,6.33,5.26,        12.99467,483.7,539.8,175.1,-23.19,8.31,105.59,0.4644,0.0,0.46,Kepler-38(AB),Lyr,G,0.95,1.76,5640.0,2.802527,,,19.1219,42.2792,1,0,1.2670000000000001,2.9960000000000004,-1.93,1.14,2.89,0.21,0.25,0,0,1,Primary Transit,      2012.00
Kepler-39 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,5722.92,13.66,2.24,30.65,20.47,        111.6237,825.8,,12838.1,-28.03,26.19,21.09,0.155,0.12,0.15,Kepler-39,Cyg,F7IV,1.1,1.39,6260.0,2.662054,5.08,1200.0,19.7972,46.0344,1,0,1.189,2.7710000000000004,-2.31,18.51,12.01,0.04,0.08,0,0,1,Primary Transit,      2011.00
Kepler-40 b,Hot,Jovian,gas,hydrogen-rich,non-habitable,699.47,13.1,0.31,4.07,7.31,        1142.334,1481.1,,217.4,-30.47,25.1,6.87,0.08,0.0,0.08,Kepler-40,Cyg,F5IV,1.48,2.13,6510.0,7.310936,2.8,2700.0,19.7875,47.5267,1,0,1.942,4.506,-2.45,9.21,1.94,0.09,0.07,0,0,1,Primary Transit,      2010.00
Kepler-41  b,Hot,Jovian,gas,metals-rich,non-habitable,155.79,9.42,0.19,1.76,4.07,        911.5815,1399.9,,29.0,-29.5,17.97,1.86,0.029,0.0,0.03,Kepler-41,Cyg,G2V,0.94,0.89,5731.0,0.76664,7.4,730.0,19.6342,45.9817,1,0,0.659,1.554,-2.41,6.13,0.37,0.13,0.09,0,0,1,Primary Transit,      2011.00
Kepler-42 b,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.39,0.78,0.81,0.64,0.71,        17.07234,517.9,547.0,0.3,-19.74,1.49,1.21,0.0116,0.0,0.01,Kepler-42,Cyg,M,0.13,0.17,3068.0,0.002297,,38.7,19.4814,44.6194,3,0,0.039,0.10400000000000001,-1.86,-0.18,-1.13,0.31,0.37,0,0,1,Primary Transit,      2012.00
Kepler-42 c,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.31,0.73,0.8,0.58,0.65,        63.81263,720.1,748.1,0.2,-21.01,1.38,0.45,0.006,0.0,0.01,Kepler-42,Cyg,M,0.13,0.17,3068.0,0.002297,,38.7,19.4814,44.6194,3,0,0.039,0.10400000000000001,-2.03,-0.18,-1.26,0.29,0.31,0,0,1,Primary Transit,      2012.00
Kepler-42 d,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.14,0.57,0.77,0.44,0.5,        9.686517,449.5,474.0,0.1,-18.43,1.09,1.86,0.0154,0.0,0.02,Kepler-42,Cyg,M,0.13,0.17,3068.0,0.002297,,38.7,19.4814,44.6194,3,0,0.039,0.10400000000000001,-1.74,-0.19,-1.27,0.32,0.39,0,0,1,Primary Transit,      2012.00
